StdInChIKey,SMILES,LogS,T,Source
IVDVAMTYPIOUEQ-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2C(=O)C1=CC=CC=C1,-0.228397885,17,Reaxys
IVPCDWBBGQCALV-FYWRMAATSA-N,O=C1O\C(=N\C2=C(C=CC=C2)N(=O)=O)C2=CC=CC=C12,-0.616930725,20,Reaxys
IVXFOQQPPONQTB-UHFFFAOYSA-N,CC(=O)OC1=CC=C(C=C1)C1=CC(=O)C2=C(OC(C)=O)C=C(OC(C)=O)C=C2O1,-1.899112145,25,Reaxys
IYGIFHMTRPKJNP-UHFFFAOYSA-N,C1OC(OC1C1COC(O1)C1=CC=CC=C1)C1=CC=CC=C1,-1.943231113,17,Reaxys
IZZVKENIUWWBHF-BUHFOSPRSA-N,CCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.613894727,20,Reaxys
JAKVEOCMEMGHGB-YFKPBYRVSA-N,[H][C@](N)(CSCC#C)C(O)=O,-3.088024262,25,Reaxys
JCRIDWXIBSEOEG-UHFFFAOYSA-N,OC1=C(C=CC=C1N(=O)=O)N(=O)=O,0.839847846,14,Reaxys
JDMCEGLQFSOMQH-UHFFFAOYSA-N,CCCCC(NC(C)=O)C(O)=O,0.130637881,25,Reaxys
JDSHMPZPIAZGSV-UHFFFAOYSA-N,NC1=NC(N)=NC(N)=N1,-2.619789332,30,Reaxys
JDTWZSUNGHMMJM-CAHLUQPWSA-N,[H][C@](C)(CC)[C@@]([H])(NC(C)=O)C(O)=O,-0.467725965,25,Reaxys
JEZQCHJJLYRNOZ-UHFFFAOYSA-N,OC(=O)C1=CC=CC(Cl)=C1C(=O)C1=CC=CC=C1,-1.420291159,24.99,Reaxys
JGMBHJNMQVKDMW-UHFFFAOYSA-N,ClC1=C(Cl)C=C(C=C1)C1CCC(=O)C2=CC=CC=C12,-0.362530939,25.12,Reaxys
JGRXMPYUTJLTKT-UHFFFAOYSA-N,OC(=O)CNC(=O)C1=C(O)C=C(C=N1)C1=CC(Cl)=CC=C1,-0.486720856,22,Reaxys
JKCQOMAQPUYHPL-UHFFFAOYSA-N,C1COCCOC2=C(OCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,-1.052568169,25,Reaxys
JLYXXMFPNIAWKQ-CDRYSYESSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,-0.671145442,20,Reaxys
JTEGQNOMFQHVDC-NKWVEPMBSA-N,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,-2.387200434,25,Reaxys
JUFLTGRGLUCRCU-UHFFFAOYSA-N,N=C(C#N)C(=N)C#N,0.296557126,25,Reaxys
JUVIOZPCNVVQFO-HBGVWJBISA-N,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=C(O2)C2=C(O[C@H](C2)C(C)=C)C=C1,-0.757114242,20,Reaxys
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCC1=CC=C(C=C1)C(=O)C1=C(C=CC=C1)C(O)=O,-1.136912716,26.67,Reaxys
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,-0.065985952,24.89,Reaxys
KCSGAVOYBPPIRL-UHFFFAOYSA-N,CCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.789595827,20,Reaxys
KDCVCMJTEQZMEL-UHFFFAOYSA-N,CN1CCN(CC2=CC(C)=CC=C2)CC(C1)NC(=O)C1=NNC2=C1C=CC=C2,-1.00229436,30,Reaxys
KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(=O)CCC(O)=O,-0.48562214,20,Reaxys
KFIRODWJCYBBHY-UHFFFAOYSA-N,OC(=O)C1=C(C(O)=O)C(=CC=C1)N(=O)=O,-0.08819764,25.08,Reaxys
KGCNHWXDPDPSBV-UHFFFAOYSA-N,ClCC1=CC=C(C=C1)N(=O)=O,0.763514653,30,Reaxys
KIGQVWWOESIMBG-UHFFFAOYSA-N,OC(=O)CN(CCC#N)CCC#N,0.273335105,26,Reaxys
KJFMBFZCATUALV-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,-0.081272278,NA,Reaxys
KKJPFYIKWNKDSH-WZIZPHDVSA-N,[H][C@@]12CC[C@@](C)([C@@H](O)[C@H]1NC(=O)[C@@H](O)C(C)(C)CO)C2(C)C,-0.415569911,20,Reaxys
KKWXXQXQVFLMOP-LSLJNABFSA-N,C[C@H]1OC(=O)C(C1=O)C(C)(C)C1=C(CC(C)=O)[C@@H](C)OC1=O,-0.635148702,20,Reaxys
KMPWYEUPVWOPIM-QAMTZSDWSA-N,[H][C@](O)(C1=CC=NC2=C1C=CC=C2)[C@@]1([H])C[C@@H]2CC[N@]1C[C@@H]2C=C,-2.614625863,25,Reaxys
KMRIWYPVRWEWRG-UHFFFAOYSA-N,OC1=CC(=C(O)C=C1)P1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2,-1.609235088,23.99,Reaxys
KOOOGBROHMNAPU-UHFFFAOYSA-N,O=C(N=N#N)C1=C(C=CC=C1)N(=O)=O,0.424178789,20,Reaxys
KOZNAHJIJGCFJJ-UHFFFAOYSA-N,OC1C(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)CC11CCCC1,-1.261272604,NA,Reaxys
KPDYGMJTDBCCLN-UHFFFAOYSA-N,OC(=O)C1=CC=CC2=C1C1=C(C(=O)C3=CC=CC=C3C1=O)C1=CC=CC=C21,-1.90867981,NA,Reaxys
KPZYYKDXZKFBQU-UHFFFAOYSA-N,NC(=O)C1=CC=CC2=NC3=CC=CC=C3N=C12,-2.277799425,15,Reaxys
KQTZMXWZIFCPHF-UHFFFAOYSA-N,COC(=O)CN1C(CC2=CC=CC=C2)C(=O)N(C1=O)C1=CC=CC=C1,-0.073451345,20,Reaxys
KRHAFJJBYFYLAB-XWJSGITJSA-N,CCC12SC3S[C@](CC)(S[C@](CC)(S3)S1)S2,-1.437529925,NA,Reaxys
KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O,0.045776626,23.99,Reaxys
KTALPKYXQZGAEG-UHFFFAOYSA-N,CC(C)C1=CC2=C(SC3=CC=CC=C3C2=O)C=C1,0.231856107,25.99,Reaxys
KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,-0.493387613,30,Reaxys
KUOQWUNJMMXMGI-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.745606359,20,Reaxys
KWTWDQCKEHXFFR-SMDDNHRTSA-N,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,0.176072292,NA,Reaxys
KZNIFHPLKGYRTM-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,-2.261489524,25,Reaxys
KZTJCLJWIVFCLV-UHFFFAOYSA-N,CC(N(CCC(O)=O)C(C)=O)C(O)=O,-0.759830847,25,Reaxys
LGGDXXJAGWBUSL-BKRJIHRRSA-N,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2OC(C)=O)=CC=C3OC,-0.294172235,20,Reaxys
LGRFSURHDFAFJT-UHFFFAOYSA-N,O=C1OC(=O)C2=CC=CC=C12,0.247301268,24.99,Reaxys
LGVLGQRLNSNPQT-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=CC=CC=C2)C2=C1C1C3=C(C=CC=C3)C2C2=C1C=CC=C2)C1=CC=CC=C1,-1.993504125,NA,Reaxys
LHNVKVKZPHUYQO-SRWWVFQWSA-N,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1(O2)C(C)=O,-0.731952364,25.8,Reaxys
LIKSPRLIPHRBCL-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)CCCCCCCCC(O)=O,-2.265526513,15,Reaxys
LILPOSVDSDEBCD-UHFFFAOYSA-N,N#CSCCSC#N,-0.04508515,16,Reaxys
LKEGCXYQDMPMDD-UHFFFAOYSA-N,NC1=C(NC2=CC=CC=C2)C=CC(Cl)=C1,0.327631972,20,Reaxys
LLIQJKREYJVRFV-UHFFFAOYSA-N,CC(N(CCC#N)CCC#N)C(O)=O,0.494803302,26,Reaxys
LLOXZCFOAUCDAE-UHFFFAOYSA-N,OC1=CC=C(O)C(=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,-1.626268427,26.29,Reaxys
LMVPQMGRYSRMIW-KRWDZBQOSA-N,CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,-0.095388362,20,Reaxys
LOUPRKONTZGTKE-LHHVKLHASA-N,[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,-1.232358035,21.85,Reaxys
LPTITAGPBXDDGR-IBEHDNSVSA-N,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-0.022027947,25,Reaxys
LRUIWCGKRGPZSC-UHFFFAOYSA-N,NC1=C(NC2=CC(Cl)=CC=C2)C=CC(Cl)=C1,-0.136173606,20,Reaxys
LTHCSWBWNVGEFE-UHFFFAOYSA-N,CCCCCCCC(N)=O,-0.3690667,30,Reaxys
LWPQIJQNKMXHIU-UHFFFAOYSA-N,OC1=C2C=CC=CC2=C(O)C(=C1)P1(=O)OC2=CC=CC=C2C2=CC=CC=C12,-1.900236048,20,Reaxys
LYHDDQSUMYQBNO-UHFFFAOYSA-N,CN1C2C(N(C)C1=O)N(C)S(=O)(=O)N2C,-1.906661981,19,Reaxys
MBUKWVQKGHOBTG-UHFFFAOYSA-N,O=C(N=N#N)C1=CC(=CC=C1)N(=O)=O,0.129779372,20,Reaxys
MCLWZZQNZUTOLS-UHFFFAOYSA-N,O=C(NC1=NC=CN=C1)C1=CC=C(C=C1)C(=O)NC1=NC=CN=C1,-3.505570497,NA,Reaxys
MECHNRXZTMCUDQ-RKHKHRCZSA-N,[H][C@](C)(\C=C\[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)C(C)C,-0.200475114,26,Reaxys
MENUYOGJCXAFFU-UHFFFAOYSA-N,N#C\C(=N/NC1=CC=CC=C1)C#N,0.389157907,25,Reaxys
MGNCLNQXLYJVJD-UHFFFAOYSA-N,ClC1=NC(Cl)=NC(Cl)=N1,0.027020488,25,Reaxys
MGPUCIDTPHNZJM-UHFFFAOYSA-N,O=C(NC1=NC=CC=C1)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1,-3.502884391,NA,Reaxys
MHOOPNKRBMHHEC-HZIBQTDNSA-N,C\C=C\C1=CC(=O)[C@H](O)[C@H]1O,-0.42832076,NA,Reaxys
MIJYXULNPSFWEK-GTOFXWBISA-N,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,-1.863279662,25.14,Reaxys
MNCUCCJMXIWMJJ-UHFFFAOYSA-N,N#CSC=CSC#N,-0.038971514,16,Reaxys
MRQIXHXHHPWVIL-ISLYRVAYSA-N,OC1=CC=C2C=CC=CC2=C1\N=N\C1=CC=CC=C1,-1.130189922,24.85,Reaxys
MRVBYQLOIUGZSI-LNFKQOIKSA-N,[H][C@]12OC[C@@H](OCC3=CN(C=C)N=N3)[C@@]1([H])OC[C@@H]2O,-1.403563173,NA,Reaxys
MWFFIRCXGDGFQB-UHFFFAOYSA-N,NC(=O)C1=CC=C(C=C1)S(N)(=O)=O,-1.854345088,25,Reaxys
MWPLVEDNUUSJAV-UHFFFAOYSA-N,C1=CC2=CC3=CC=CC=C3C=C2C=C1,-1.337249478,20,Reaxys
MXHDSBYJGVZESK-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=CC=C(C=C1)C(=O)NC1=CC=CC=C1,-3.500180194,NA,Reaxys
MYSWGUAQZAJSOK-UHFFFAOYSA-N,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,-3.76721595,24.99,Reaxys
NFBLQKVUYFRWJV-UHFFFAOYSA-N,CC(OCC(N)=O)C(N)=O,-1.155973924,20,Reaxys
NGMMGKYJUWYIIG-UHFFFAOYSA-N,NC(=O)C1=CC(O)=CC=C1,-0.537602221,20,Reaxys
NHAZGGKOGUUUSH-UHFFFAOYSA-N,CC(C)(O)P1(=O)OCC(C)(C)CO1,-1.166015098,25.49,Reaxys
NHIFBKRZNRSFHV-UHFFFAOYSA-N,CC(=O)OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=C(C=C1)N(=O)=O,-1.272611445,21,Reaxys
NHRIWEKOARVHSN-UHFFFAOYSA-N,COC1=C(C(=CC(=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,0.440247065,29,Reaxys
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,C1C2=CC=CC=C2C2=C1C=CC=C2,-0.032223325,24.84,Reaxys
NLGZSVBAHNOHDH-UHFFFAOYSA-N,O=C(OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,-1.231019379,21,Reaxys
NNILZRGLHCDVMC-AQTBWJFISA-N,CO\C=C(\C(C)=O)C1=C(OC2=CC(OC3=C(C=CC=C3)C#N)=NC=N2)C=CC=C1,-0.65365556,20,Reaxys
NOCJXYPHIIZEHN-UHFFFAOYSA-N,CN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1)C(O)=O,-1.043231673,24.99,Reaxys
NOIRTYMOEFHJRM-UHFFFAOYSA-N,COCN1C(=O)C2=C(C=CC=C2)C1=O,-0.184546074,25,Reaxys
NPCHNZVQOCCEIW-LDWIPMOCSA-N,CC1(C)[C@H](CC[C@@]1(C)C(O)=O)C(N)=O,-1.103498678,18,Reaxys
NRDWUPPIGBHWAS-ZJUUUORDSA-N,CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,0.277740946,20,Reaxys
OBVKXTYZYVDEHF-UHFFFAOYSA-N,CCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.947267216,20,Reaxys
OCJBOOLMMGQPQU-UHFFFAOYSA-N,ClC1=CC=C(Cl)C=C1,0.588545704,20,Reaxys
OFEFIAFAVVRMOS-UHFFFAOYSA-N,O=C1OC(NC2=CC(=CC=C2)N(=O)=O)(NC2=CC(=CC=C2)N(=O)=O)C2=CC=CC=C12,-0.51935619,20,Reaxys
OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,-1.796677705,25,Reaxys
OHFMYIFFLOZSMF-UHFFFAOYSA-N,CC1(C)COP(=O)(NCCNP2(=O)OCC(C)(C)CO2)OC1,-1.358088214,24.99,Reaxys
OKJPEAGHQZHRQV-UHFFFAOYSA-N,IC(I)I,-0.516019467,25,Reaxys
OLFSCPKAHMFATL-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=CC=C(N=C1)C(=O)NC1=CC=CC=C1,-3.200504401,NA,Reaxys
OLOASFSCLBJEOF-UHFFFAOYSA-N,COC1=C(NC2=CC(C)=C(C=C2N(=O)=O)N(=O)=O)C=CC=C1,-0.91579268,24.5,Reaxys
ONCZDRURRATYFI-TVJDWZFNSA-N,CO\N=C(\C(=O)OC)C1=C(CO\N=C(/C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1,0.08790873,25,Reaxys
ORILYTVJVMAKLC-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)C3,0.246296012,20,Reaxys
OROGSEYTTFOCAN-DNJOTXNNSA-N,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,-0.369151016,20,Reaxys
OSZUGFVVDWLSBH-UHFFFAOYSA-N,CCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.642960017,20,Reaxys
OXNIZHLAWKMVMX-UHFFFAOYSA-N,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,0.456469311,20,Reaxys
PCCSBWNGDMYFCW-UHFFFAOYSA-N,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,-0.135580637,25,Reaxys
PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,-0.083983947,NA,Reaxys
PCZOHLXUXFIOCF-BXMDZJJMSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,-0.778343399,25.6,Reaxys
PDRGHUMCVRDZLQ-WMZOPIPTSA-N,[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C3C=CC(O)=CC3=CC=C21,-0.918843431,30,Reaxys
PFURGBBHAOXLIO-PHDIDXHHSA-N,O[C@@H]1CCCC[C@H]1O,-0.245512668,20,Reaxys
PFVCRIULCASTAH-ZMGSENCKSA-N,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)\C2=C(/O)C1=CC=CC=C1,-0.235201593,17,Reaxys
PJHUABJTDFXYRQ-UHFFFAOYSA-N,O=C(N=N#N)C1=CC=CC=C1,0.85748448,20,Reaxys
POOSGDOYLQNASK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC,-2.585282514,19.85,Reaxys
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(O)=O,0.481329133,24.84,Reaxys
PPJVBBJMDLANLB-UHFFFAOYSA-N,O=N(=O)C1=CC=C(C2=C1C=CC=C2N(=O)=O)N(=O)=O,-0.487933625,15,Reaxys
PROQIPRRNZUXQM-ZXXIGWHRSA-N,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,-1.948105681,30,Reaxys
PROUDSLIHYGGFR-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=NC=CC=C2)C=C1)C1=NC=CC=C1,-2.803914386,NA,Reaxys
PRPINYUDVPFIRX-UHFFFAOYSA-N,OC(=O)CC1=CC=CC2=CC=CC=C12,0.516299798,25.79,Reaxys
PRWFRMQHEAGAIW-UHFFFAOYSA-N,CCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.658384817,20,Reaxys
PSPMLTCJDRSKFJ-UHFFFAOYSA-N,CNC(=O)C(=N#N)C(=O)OC,0.35852951,18,Reaxys
PSVPUHBSBYJSMQ-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=C(C=O)C=C1,-1.325526145,24.99,Reaxys
PTFIPECGHSYQNR-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC1=CC=CC(O)=C1,0.676000641,24.38,Reaxys
PTXOYBPJOMEDBV-UHFFFAOYSA-N,O=C1OC(=O)C2C3=C(C=CC=C3)C1C1=C2C=CC=C1,-1.097351032,15,Reaxys
PUUPGXQPWDWTPH-GTPODGLVSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C(C)C,-1.659681409,20,Reaxys
PVILRJKUAKYHEK-UHFFFAOYSA-N,COC(=O)C1=CC(=CC(OCC2=CC=NC=C2)=C1)C(=O)OC,-0.70084644,NA,Reaxys
PVNIIMVLHYAWGP-UHFFFAOYSA-N,OC(=O)C1=CC=CN=C1,-1.499232252,23,Reaxys
PZIBZJJQCSJKLC-UHFFFAOYSA-N,ClC1=CC=CC2=C1C=CC1=NC3=CC=CC=C3N(=O)=C21,-1.30213449,18,Reaxys
QBPFLULOKWLNNW-UHFFFAOYSA-N,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2=O,-1.6005955,24.99,Reaxys
QCDYQQDYXPDABM-UHFFFAOYSA-N,OC1=CC(O)=CC(O)=C1,0.534039156,25,Reaxys
QCXJEYYXVJIFCE-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)C(O)=O,-1.292430062,20,Reaxys
QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=C(O)C=C1,0.430177531,19.9,Reaxys
QGBSISYHAICWAH-UHFFFAOYSA-N,N\C(N)=N/C#N,-0.687403465,NA,Reaxys
QGZBWVROTIMWPF-AWEZNQCLSA-N,[H][C@@](CC1=CC=C(O)C=C1)(N(CCC#N)CCC#N)C(O)=O,0.175105621,26,Reaxys
QIJZEVMDXMIRHM-AEMDVCDZSA-N,CCC12SC3S[C@@H](S[C@](CC)(S3)S1)S2,-2.17692864,NA,Reaxys
QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O,-0.98281575,24.89,Reaxys
QJAIOCKFIORVFU-UHFFFAOYSA-N,CN(C)C1=CC=C(C=C1)N(=O)=O,-1.722553688,25,Reaxys
QJVXKWHHAMZTBY-GCPOEHJPSA-N,COC1=CC(\C=C\CO)=CC(OC)=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.676107361,20,Reaxys
QLZHNIAADXEJJP-UHFFFAOYSA-N,OP(O)(=O)C1=CC=CC=C1,0.371741675,24.99,Reaxys
QMGVPVSNSZLJIA-FVWCLLPLSA-N,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],-2.403715714,15,Reaxys
QPPBRPIAZZHUNT-UHFFFAOYSA-N,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,-1.388288632,24,Reaxys
QRXWMOHMRWLFEY-UHFFFAOYSA-N,NNC(=O)C1=CC=NC=C1,-0.893415339,27.84,Reaxys
QSACCXVHEVWNMX-UHFFFAOYSA-N,CC(=O)NC1=CC=CC=C1C(O)=O,-0.698970004,20,Reaxys
QVNDSQQNODQYJM-YHUYYLMFSA-N,OC(=O)[C@H]1[C@H]([C@H]([C@@H]1C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O,-1.207123417,20,Reaxys
QWCRAEMEVRGPNT-UHFFFAOYSA-N,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,-0.641551849,NA,Reaxys
QXSAKPUBHTZHKW-UHFFFAOYSA-N,NC(=O)C1=CC=C(O)C=C1,-0.906578621,20,Reaxys
RAYRRTBHPMNPSP-UHFFFAOYSA-N,NC1=C(NC2=CC=CC=C2)C=CC=C1Cl,0.204247063,20,Reaxys
RBKZPLGVRVCFHO-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(=O)C1C(C1C1=CC=CC=C1)C(O)=O,-0.752986964,NA,Reaxys
RBNWAMSGVWEHFP-WAAGHKOSSA-N,CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,-0.66756881,25,Reaxys
RBOXVHNMENFORY-DNJOTXNNSA-N,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC,-0.936435936,20,Reaxys
REFJWTPEDVJJIY-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC=C(O)C(O)=C1,-0.878291949,20,Reaxys
REQGKPUCIBDMFW-OUKQBFOZSA-N,CCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.37873342,20,Reaxys
RFMMMVDNIPUKGG-YFKPBYRVSA-N,[H][C@@](CCC(O)=O)(NC(C)=O)C(O)=O,-1.954628378,25,Reaxys
RGDPZMQZWZMONQ-UHFFFAOYSA-N,CC(=O)NC1=CC=CC(=C1)C(O)=O,-1.657577319,20,Reaxys
RHTVQEPJVKUMPI-UHFFFAOYSA-N,O=N(=O)C1=CC=C(NC2=CC=CC=C2)C(=C1)N(=O)=O,-0.943035544,15,Reaxys
RIOQSEWOXXDEQQ-UHFFFAOYSA-N,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,0.080083531,30.04,Reaxys
RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)C1=CC=CC=C1SC1=CC=C2C(NN=C2\C=C\C2=NC=CC=C2)=C1,-2.587123653,22.5,Reaxys
RJFKAACXQHIYTD-UHFFFAOYSA-N,CCCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.759393273,20,Reaxys
