StdInChIKey,SMILES,LogS,T,Source
RJKGJBPXVHTNJL-UHFFFAOYSA-N,O=N(=O)C1=CC=CC2=C1C=CC=C2,0.775650381,18,Reaxys
RJNJWHFSKNJCTB-UHFFFAOYSA-N,NC(=O)NCC1=CC=CC=C1,-0.685250406,23,Reaxys
RLMGYIOTPQVQJR-PHDIDXHHSA-N,O[C@@H]1CCC[C@@H](O)C1,-0.167429512,17.5,Reaxys
RMBFBMJGBANMMK-UHFFFAOYSA-N,CC1=CC=C(C=C1N(=O)=O)N(=O)=O,0.547763067,15,Reaxys
RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1,-1.699519292,25,Reaxys
RSQSQJNRHICNNH-NFMPGMCNSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)CC[C@@]21OC3=O,-0.029194105,24.99,Reaxys
RTNLUFLDZOAXIC-UHFFFAOYSA-N,ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(Cl)=C1Cl,-2.004035333,22.5,Reaxys
RWTQCZGAMKTBRV-PTHRTHQKSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCC,-1.558874652,20,Reaxys
RYFIDGIWTNANMO-DIVCQZSQSA-N,O[C@@]1(C2=CC=CC=C2)C2=C(C=CC=C2)[C@@](O)(C2=CC=CC=C2)C2=C1C=CC=C2,-2.163690796,17,Reaxys
RYYVLZVUVIJVGH-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.214386967,25,Reaxys
RZEKVGVHFLEQIL-UHFFFAOYSA-N,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,0.23155772,25,Reaxys
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)NC1=CC=C(O)C=C1,-0.285320521,25,Reaxys
SDACGHLXIUCCIC-ONEGZZNKSA-N,CC1(C)CC(\C=C\C2=CC=C(O)C=C2)=C/C(C1)=C(/C#N)C#N,-0.154774845,25,Reaxys
SFJYTMIHHKWPPF-UHFFFAOYSA-N,OCCOC1=C2C=CC=CC2=C(OCCO)C(=C1)P1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2,-2.770184797,20,Reaxys
SKAADKSETAYKGL-UHFFFAOYSA-N,CN(C(N)=O)C1=CC=CC=C1,0.29173523,23,Reaxys
SKHNBBWSAZARMN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCCCCOP(O)(=O)OCCN,-2.956637714,20,Reaxys
SKRVQRQCLHCKBW-UHFFFAOYSA-N,CCCOCN1C(=O)C2=C(C=CC=C2)C1=O,0.057020215,NA,Reaxys
SKZKKFZAGNVIMN-UHFFFAOYSA-N,NC(=O)C1=CC=CC=C1O,0.242728476,25,Reaxys
SLAMLWHELXOEJZ-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1N(=O)=O,0.406536563,20,Reaxys
SLGDDCQUASJOKM-UHFFFAOYSA-N,O=C(NC1=CN=C(NC(=O)C2=CC=CC=C2)C=C1)C1=CC=CC=C1,-2.200504401,NA,Reaxys
SLKHRJWWFSTBJC-AXTSPUMRSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)C2=CC=CC=C2[C@@H]1Cl,-0.250914279,20,Reaxys
SLSUKCXXFCZYMJ-UHFFFAOYSA-N,CSCC12CSCC(C1)C(C)=CC2=O,0.058657723,20,Reaxys
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)C1=CC=CO1,0.444349871,25.99,Reaxys
SNNRJYFQCCUBLH-UHFFFAOYSA-N,CCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.32820329,20,Reaxys
SNVIFSLTSRZQIN-UHFFFAOYSA-N,CC(=O)N(C1CCCCC1)C1=CC=CC=C1,0.433770301,20,Reaxys
SPSSULHKWOKEEL-UHFFFAOYSA-N,CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,0.579982105,19.84,Reaxys
STFUKMOFLHNGMB-UHFFFAOYSA-N,CCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.274455393,20,Reaxys
SYIOCCMYRHBPIF-UHFFFAOYSA-N,CC1=CC(C)=C(C=C1)C(C1=C(C)C=C(C)C=C1)C(Cl)(Cl)Cl,-0.329535164,NA,Reaxys
SZTDSGCADFWGKM-UHFFFAOYSA-N,OCCCP(=O)(CCCO)CCCO,-1.864985102,24.98,Reaxys
SZYVPWPBRABKAB-UHFFFAOYSA-N,OC1=CC(Br)=C(C=C1)N(=O)=O,-1.915224565,30,Reaxys
TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(O)=O,-0.262381779,20,Reaxys
TUXYZHVUPGXXQG-UHFFFAOYSA-N,OC(=O)C1=CC=C(Br)C=C1,-0.30364119,20,Reaxys
TWMZHJMQNOMUGB-IBGZPJMESA-N,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC2=C1C=CC=C2)C(C)(C)CO,-1.459936021,20,Reaxys
TYMLOMAKGOJONV-UHFFFAOYSA-N,NC1=CC=C(C=C1)N(=O)=O,0.304933209,25,Reaxys
TZBJGXHYKVUXJN-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,-1.169035538,17.5,Reaxys
UATJOMSPNYCXIX-UHFFFAOYSA-N,O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,0.337934939,17,Reaxys
UBEZGTUPVRSCCP-UHFFFAOYSA-N,CN(C)C1=CC=C(NC(=O)N(C=O)C2=CC=C(C=C2)N(C)C)C=C1,-1.684379381,20,Reaxys
UBIJTWDKTYCPMQ-UHFFFAOYSA-N,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,-0.423567349,20,Reaxys
UCAHGXFXBRSTPX-UHFFFAOYSA-N,O=N(=O)C1=CC=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O,-0.401133386,23,Reaxys
UCNVFOCBFJOQAL-UHFFFAOYSA-N,Cl\C(Cl)=C(/C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,-0.011106395,NA,Reaxys
UERPUZBSSSAZJE-UHFFFAOYSA-N,ClC1=C2C(=O)OC(=O)C2=CC=C1,0.469946158,24.99,Reaxys
UFBJCMHMOXMLKC-UHFFFAOYSA-N,OC1=CC=C(C=C1N(=O)=O)N(=O)=O,0.184891445,15,Reaxys
UFWIBTONFRDIAS-UHFFFAOYSA-N,C1=CC2=CC=CC=C2C=C1,0.470144966,24.95,Reaxys
UGDXBXSNMVUDQD-FOCLMDBBSA-N,CCCCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-3.841548882,20,Reaxys
UHWJMXASZSKFEO-UHFFFAOYSA-N,O=N(=O)C1=CC(=C(NC2=CC=C(C=C2N(=O)=O)N(=O)=O)C=C1)N(=O)=O,-1.11674556,15,Reaxys
UIOBKSBTVLAPDR-DHDCSXOGSA-N,CCOC(=O)C1=C(C)NC(\C=C2/N=C(C)C(C(=O)OCC)=C/2C)=C1C,-2.235825584,25,Reaxys
UJKWVVLRVCSFBB-HNNXBMFYSA-N,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1)C(C)(C)CO,-0.883639862,20,Reaxys
UJOBWOGCFQCDNV-UHFFFAOYSA-N,N1C2=C(C=CC=C2)C2=C1C=CC=C2,-0.341620856,30,Reaxys
ULQISTXYYBZJSJ-QGZVFWFLSA-N,[H][C@@](O)(CCCCCC)CCCCCCCCCCC(O)=O,-0.778848457,NA,Reaxys
UMVOQQDNEYOJOK-UHFFFAOYSA-N,CC1=CC(=CC(C)=C1)C(O)=O,-0.194784817,20,Reaxys
UNTITLLXXOKDTB-UHFFFAOYSA-N,C1COCCOC2=C(OCCOCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,-1.498936526,25,Reaxys
UNXHWFMMPAWVPI-ZXZARUISSA-N,[H][C@](O)(CO)[C@]([H])(O)CO,-2.452585735,23.4,Reaxys
UTQSUDKKBZEXHH-UHFFFAOYSA-N,NC1=C(NC2=C(Cl)C=CC=C2)C=CC(Cl)=C1,-0.136173606,20,Reaxys
UUQHKWMIDYRWHH-UHFFFAOYSA-N,COC(=O)C1=C(O)C(C)=C(O)C=C1C,0.35053991,19.99,Reaxys
UVOTVQIUSZDLAM-GGLFOPPFSA-N,[H][C@@]12CC=C(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0.414898592,24.99,Reaxys
UVSMNLNDYGZFPF-UHFFFAOYSA-N,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,-2.137703915,20,Reaxys
UYIFTLBWAOGQBI-BZDYCCQFSA-N,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)C4=CC=CC=C4)C=C3CC[C@@]21[H],-0.274730371,20,Reaxys
VFRHZMZLRWTDHX-UHFFFAOYSA-N,CCCCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.170790508,20,Reaxys
VHQGURIJMFPBKS-UHFFFAOYSA-N,O=C1C2=CC(=CC(=C2C2=C1C=C(C=C2)N(=O)=O)N(=O)=O)N(=O)=O,-0.88605527,22,Reaxys
VHUNCYDAXJGCLO-AHMNSWSSSA-N,COC(=O)C1=C(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C=CC=C1,-2.567341591,19,Reaxys
VKONPUDBRVKQLM-IZLXSQMJSA-N,O[C@H]1CC[C@H](O)CC1,-0.784023236,16,Reaxys
VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,-0.950811187,20,Reaxys
VLIUIBXPEDFJRF-UHFFFAOYSA-N,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1Cl,-1.628811407,15,Reaxys
VLPXGVNKPRHLGC-UHFFFAOYSA-N,CC(=O)CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,0.259120927,20,Reaxys
VMFZFBNQMGFEJG-UHFFFAOYSA-N,CN(C)C1=CC=C(NC(=O)N(C(C)=O)C2=CC=C(C=C2)N(C)C)C=C1,-1.673363962,20,Reaxys
VOIZNVUXCQLQHS-UHFFFAOYSA-N,OC(=O)C1=CC=CC(Br)=C1,0.017033838,20,Reaxys
VOXZDWNPVJITMN-ZBRFXRBCSA-N,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],-0.680578154,30,Reaxys
VPVXHAANQNHFSF-UHFFFAOYSA-N,O=C1COCCO1,0.964031913,15.3,Reaxys
VXTGHWHFYNYFFV-UHFFFAOYSA-N,CCCS(=O)C1=CC=C2NC(NC(=O)OC)=NC2=C1,-3.847163773,25,Reaxys
VZCYOOQTPOCHFL-OWOJBTEDSA-N,OC(=O)\C=C\C(O)=O,-1.103563434,23.84,Reaxys
WDENQIQQYWYTPO-IBGZPJMESA-N,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1,-2.190811492,25,Reaxys
WDFKMLRRRCGAKS-UHFFFAOYSA-N,OC1=C2N=CC=CC2=C(Cl)C=C1Cl,-1.330517261,25,Reaxys
WJFKNYWRSNBZNX-UHFFFAOYSA-N,N1C2=CC=CC=C2SC2=C1C=CC=C2,-0.103555345,NA,Reaxys
WJHSRFQBVYHKKL-CMWLGVBASA-N,OC[C@H]1O[C@@H](OC2=CC3=C(C(=O)C(=CO3)C3=CC(O)=C(O)C=C3)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,-2.987228403,18,Reaxys
WJHXJYUKJVLCRB-UHFFFAOYSA-N,ClC1=C2C(=O)C(Cl)(Cl)C(=O)C2=C(Cl)C(Cl)=C1Cl,-0.558543656,25,Reaxys
WKDNYTOXBCRNPV-UHFFFAOYSA-N,O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O,-2.573802534,25,Reaxys
WLJVXDMOQOGPHL-UHFFFAOYSA-N,OC(=O)CC1=CC=CC=C1,0.996380458,20,Reaxys
WNLRTRBMVRJNCN-UHFFFAOYSA-N,OC(=O)CCCCC(O)=O,-0.642191393,24.99,Reaxys
WNSIHLBGVWBZIH-UHFFFAOYSA-N,CC(=O)OC(COC(=O)C1=CC=C(C=C1)N(=O)=O)COC(=O)C1=CC=C(C=C1)N(=O)=O,-1.371742918,21,Reaxys
WOUBWJAJSXAOIV-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,-0.771354104,25,Reaxys
WOZSCQDILHKSGG-UHFFFAOYSA-N,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,-0.048751483,24.99,Reaxys
WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1,0.513935905,25,Reaxys
WUBBRNOQWQTFEX-UHFFFAOYSA-N,NC1=CC=C(C(O)=O)C(O)=C1,-0.059761557,23.5,Reaxys
WUPFRVISYZBSJJ-UHFFFAOYSA-N,CCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.661214006,20,Reaxys
WURBFLDFSFBTLW-UHFFFAOYSA-N,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,0.334813507,25,Reaxys
WUWTZZYHTFBSKC-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=CN=C(C=N1)C(=O)NC1=CC=CC=C1,-3.502884391,NA,Reaxys
WXNXCEHXYPACJF-SSDOTTSWSA-N,[H][C@](CC(C)C)(NC(C)=O)C(O)=O,-1.000531873,25,Reaxys
WXTMDXOMEHJXQO-UHFFFAOYSA-N,OC(=O)C1=CC(O)=CC=C1O,-0.187864636,25,Reaxys
WXUZAHCNPWONDH-DYTRJAOYSA-N,CNC(=O)C(=N\OC)\C1=C(COC2=CC(C)=CC=C2C)C=CC=C1,-0.678052926,20,Reaxys
WYEHFWKAOXOVJD-UHFFFAOYSA-N,FC1=CC=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C(F)=C1,-0.595827879,20,Reaxys
WYJKJOYWHVMPFL-UHFFFAOYSA-N,CC(OC1=CC=CC2=CC=CC=C12)C(N)=O,-1.08782952,25,Reaxys
WZSCKTIRIGZORS-VOTSOKGWSA-N,C\C=C\CCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-2.008829226,20,Reaxys
XCDXSSFOJZZGQC-UHFFFAOYSA-N,ClCCN(CCCl)C1=CC2=CC=CC=C2C=C1,0.495843183,15,Reaxys
XCXDKIUJEGJDJL-YIZNBMETSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C(O)=O,-0.855331724,20,Reaxys
XEZVDURJDFGERA-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,-1.549759551,15,Reaxys
XGDRLCRGKUCBQL-UHFFFAOYSA-N,N#CC1=C(N=CN1)C#N,0,NA,Reaxys
XGNHEICZCRPVHP-UHFFFAOYSA-N,O1C2=C(OP11=NP3(OC4=C(O3)C=CC=C4)=NP3(OC4=C(O3)C=CC=C4)=N1)C=CC=C2,-2.363869395,25.19,Reaxys
XIUUSFJTJXFNGH-UHFFFAOYSA-N,CN1C2C(N(C)C1=O)N(C)C(=O)N2C,-0.926617581,19,Reaxys
XJYDCCKHUXCATF-UHFFFAOYSA-N,NC1=C(C(=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,-0.125835238,20,Reaxys
XKEFYDZQGKAQCN-UHFFFAOYSA-N,ClC1=CC(Cl)=CC(Cl)=C1,0.19477696,24.99,Reaxys
XLWKIQKOAXZPLJ-UHFFFAOYSA-N,CN(C)C1=CC=C(NC(=O)N(C(=O)\C=C(/C)C)C2=CC=C(C=C2)N(C)C)C=C1,-1.361191135,20,Reaxys
XNGJUGUTYMLWIM-UHFFFAOYSA-N,CC1(C)C2CCC1(CBr)C(=O)C2Br,-0.273918375,NA,Reaxys
XPOFTPYDSZJRKX-VOVZHTNUSA-N,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@H](O)C[C@]3(C)[C@@]1(O2)C(C)=O,-1.657652075,25.2,Reaxys
XQXPVVBIMDBYFF-UHFFFAOYSA-N,OC(=O)CC1=CC=C(O)C=C1,0.584462402,25,Reaxys
XRAPDLHFGPTBQZ-UHFFFAOYSA-N,O=C(NC1=CC=CC2=CC=CC=C12)N(C1=CC=CC=C1)C1=CC=CC=C1,-1.610363812,20,Reaxys
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,OC(=O)C1=CC=C(Cl)C=C1,-0.800254097,20,Reaxys
XRXMNWGCKISMOH-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1Br,0.158363452,20,Reaxys
XSTCQMIXQXXYCY-UHFFFAOYSA-N,CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(OC2)C(C)(C)O,-1.987351504,25.28,Reaxys
XTFIVUDBNACUBN-UHFFFAOYSA-N,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O,-0.583749167,20,Reaxys
XUGISPSHIFXEHZ-VEVYEIKRSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(C)=O,-1.234212462,20,Reaxys
XUYPXLNMDZIRQH-LURJTMIESA-N,[H][C@@](CCSC)(NC(C)=O)C(O)=O,0.188218301,25,Reaxys
XXVXIPPJGSLKSX-UHFFFAOYSA-N,OCCCCOC(=O)NCCCCCCNC(=O)OCCCCO,-1.843158001,20,Reaxys
YASYVMFAVPKPKE-UHFFFAOYSA-N,COP(=O)(NC(C)=O)SC,-0.037053105,26.29,Reaxys
YDCFNPFXXJRYCZ-UHFFFAOYSA-N,O=C(N=N#N)C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,-0.953518081,20,Reaxys
YEYCQJVCAMFWCO-PXBBAZSNSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC=O,-0.825313022,20,Reaxys
YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1O,0.38412846,25,Reaxys
YIICVSCAKJMMDJ-UHFFFAOYSA-N,OC1CCN2CC3=CC=CC=C3N=C12,-1.973656539,25,Reaxys
YJGVMLPVUAXIQN-XVVDYKMHSA-N,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@@H]2O,-0.983384521,20.04,Reaxys
YKZYNOWDVPDSMO-QMMMGPOBSA-N,O[C@@H](CCC1=CCCC1=O)CC(O)=O,-0.960685547,20,Reaxys
YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,-3.038076782,25.09,Reaxys
YQJPLPIXXNODAV-UHFFFAOYSA-N,CCCCCCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.952421268,18,Reaxys
YQUVCSBJEUQKSH-UHFFFAOYSA-N,OC(=O)C1=CC(O)=C(O)C=C1,-0.187864636,25,Reaxys
YRPYUECFYIYBGG-UHFFFAOYSA-N,NC1=C(NC2=CC=CC=C2)C=C(Cl)C=C1,-0.10937206,20,Reaxys
YTUICHKHZZLYFO-UHFFFAOYSA-N,OCC1OC(OC2COC(OC12)C1=CC=CC=C1)C1=CC=CC=C1,-1.710176886,17,Reaxys
YVAUPMVSVRWYIH-UHFFFAOYSA-N,CC(O)(C1=CC=CC=C1)P1(=O)OCC(C)(C)CO1,-1.377944782,25.19,Reaxys
YVJCXMCIFPUNDO-UHFFFAOYSA-N,CC1=C(C(C)=C(C(C)=C1N(=O)=O)N(=O)=O)N(=O)=O,-1.503768559,15,Reaxys
YWTYJOPNNQFBPC-UHFFFAOYSA-N,ClC1=NC=C(CN2CCN=C2NN(=O)=O)C=C1,-0.718857066,26.89,Reaxys
YWYQTGBBEZQBGO-BERLURQNSA-N,[H][C@@](C)(O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,-2.872381259,15,Reaxys
YYGJRRYSYLLCQH-UHFFFAOYSA-N,CC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,0.485879894,17,Reaxys
YZYKMYZMAYASBX-OKUDZNIVSA-N,[H][C@@]1(COC(O1)C1=CC=CC=C1)[C@]1([H])O[C@@H](O[C@]2([H])CO[C@@H](O[C@]12[H])C1=CC=CC=C1)C1=CC=CC=C1,-1.977723605,17,Reaxys
ZABCGYUGVOPKIL-UHFFFAOYSA-N,OC1=C2C=CC=CC2=C(O)C(=C1)P1(=O)OC2=C(C=CC=C2CC2=CC=CC=C2)C2=C1C=CC=C2,-1.047799986,20,Reaxys
ZBJWWKFMHOAPNS-UHFFFAOYSA-N,OC1=C2N=CC=CC2=C(C=C1I)S(O)(=O)=O,-3.642366818,25,Reaxys
ZCFSWYZFGJAUKK-UHFFFAOYSA-N,CC1=CC=C(C)C(=C1N(=O)=O)N(=O)=O,0.18450416,15,Reaxys
ZCJLOOJRNPHKAV-UHFFFAOYSA-N,OC(=O)C=CC1=CC=CO1,0.105205217,24.84,Reaxys
ZDASUJMDVPTNTF-UHFFFAOYSA-N,OC1=C2N=CC=CC2=C(Br)C=C1Br,-1.812523609,20,Reaxys
ZDZHCHYQNPQSGG-UHFFFAOYSA-N,C1=CC=C2C(C=CC=C2C2=CC=CC3=CC=CC=C23)=C1,-1.193822267,20,Reaxys
ZICQBHNGXDOVJF-UHFFFAOYSA-N,C1C2CC3C4CC5CC(C14)C(C2)C3C5,-1.578606935,29.99,Reaxys
ZIUSSTSXXLLKKK-SMSFQYLMSA-N,COC1=CC(\C=C\C(=O)C=C(O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,-0.864231194,25,Reaxys
ZIXXRXGPBFMPFD-UHFFFAOYSA-N,ClC1=CC=C(SSC2=CC=C(Cl)C=C2)C=C1,0.139293696,29.79,Reaxys
ZKPLTLWJBLZUSM-UHFFFAOYSA-N,CC1=CC(=C(C)C(=C1N(=O)=O)N(=O)=O)N(=O)=O,-0.683335271,15,Reaxys
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,COC1=CC=C(Cl)C=C1C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,-1.83035784,NA,Reaxys
ZOTBXTZVPHCKPN-HTXNQAPBSA-N,CO\N=C(\C(=O)OC)C1=CC=CC=C1COC1=C(C)C=CC=C1,-0.159574123,20,Reaxys
ZPTVNYMJQHSSEA-UHFFFAOYSA-N,CC1=CC=C(C=C1)N(=O)=O,0.984337524,15,Reaxys
ZQBAKBUEJOMQEX-UHFFFAOYSA-N,OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,0.563573103,30,Reaxys
ZQKCNHLMCZDMNN-WUXMJOGZSA-N,CCOC1=C(C=C(C=C1)N(=O)=O)\C=N\NC(N)=O,-2.029805828,20,Reaxys
ZQSIJRDFPHDXIC-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC=C2C1=O,-1.037276829,17.5,Reaxys
ZRDYULMDEGRWRC-UHFFFAOYSA-N,OC1=CC=C(C=C1)C(=O)C1=C(O)C(O)=C(O)C=C1,0.144793846,24.99,Reaxys
ZTHHRSBDBPCCMZ-UHFFFAOYSA-N,COC1=CN=C(Cl)N=C1Cl,0.671898215,24.19,Reaxys
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,C1=CC=C(C=C1)C1=CC=CC=C1,0.684477909,25,Reaxys
ZUTCJXFCHHDFJS-UHFFFAOYSA-N,O=N(=O)C1=CC=CC2=C(C=CC=C12)N(=O)=O,-1.776470431,16,Reaxys
ZVNLUXZZYVQUTE-UHFFFAOYSA-N,OCP1(=O)OC2=C(C=CC=C2)C2=CC=CC=C12,-1.402735403,29.1,Reaxys
ZVNYJIZDIRKMBF-UHFFFAOYSA-N,COC1=CC=C(C=C1OC)C(=O)N1CCN(CC1)C1=CC2=C(NC(=O)CC2)C=C1,-2.896797821,25,Reaxys
ZXVONLUNISGICL-UHFFFAOYSA-N,CC1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O,0.600506438,15,Reaxys
